index,text,end,start,user,index_column
573,What this told us is that if you say there is a global refugee crisis. They're 16 million displaced. No one cares right these are fleeting numbers. They mean nothing to us and it goes right out of our head.,00:50:50.760,00:50:38.430,Paul McCartney,569
574,"But if we can take the numbers and have them say this is the way it impacts you and what you care about people will become donors, people are affected, and they will remember",00:51:02.250,00:50:51.390,Paul McCartney,570
575,"So we did a campaign during the major league baseball playoffs for each team that you would be watching, we put up their stadium and the number of people.",00:51:11.820,00:51:03.450,Paul McCartney,571
576,"42,000 new people flee their homes on a daily basis. This is the same size as the crowd that you are watching on TV and this case at the Minute Maid Park, home of the Houston Astros",00:51:23.820,00:51:12.060,Paul McCartney,572
577,"It let us take this big number 42,000 people flee their home every day. That means nothing to anyone.",00:51:31.050,00:51:24.450,Paul McCartney,573
578,"And give it a visual from something that people care about, they are watching this stadium, they are watching this crowd. They can see all these people",00:51:41.040,00:51:31.680,Paul McCartney,574
579,"And it meant something it increase donations by 100,000 recurring donors. People, who keep giving",00:51:49.590,00:51:41.550,Paul McCartney,575
580,"If you are able to tell good numerical stories. If you're able to not just take the data analysis, but actually show the why, why we should care about it and make it mean something to people.",00:52:03.900,00:51:50.580,Paul McCartney,576
581,"Then, whether it's for engagement action donation customers whatever you're trying to do. If those numbers can impact someone personally, you can have a lasting decision for them.",00:52:16.320,00:52:04.200,Paul McCartney,577
582,"Really overall what this says is, we come back to data ism and humanism, you know, data gives us incredible insights to things. We'd never be able to see, but we need to retain our own experience and our own tuition.",00:52:33.090,00:52:19.770,Paul McCartney,578
583,"And make sure that we were always asking the right questions of the data. The who the what the how and the, why should we care. And if we're able to do that then we really can deliver true value in both our personal and working moms. Thank you.",00:52:49.770,00:52:33.390,Paul McCartney,579
584,"Thank you very much liberty for sharing such a helpful way of thinking about numbers and I was wondering, in a couple minutes that we have. If you have any",00:53:02.130,00:52:52.410,Andrew Knight,580
585,"Like rules of thumb or your risks that you use when you're reading a news article or, you know, the latest piece of information that comes out about coven. Is there anything that that you do consciously to try to make your way through some of the distortion of numbers.",00:53:20.430,00:53:02.670,Andrew Knight,581
586,"I think the first and most important thing is to not believe any of it right off the bat, and I hate saying that because you don't want to be this.",00:53:28.830,00:53:21.450,Paul McCartney,582
587,"You know, sort of non believer, but you really can't believe it right off the bat, the biggest numbers. The 95% accurate or the double the risk of death. That's what makes you read the article.",00:53:40.350,00:53:29.100,Paul McCartney,583
588,"I will say, I think the headlines are almost always way worse than the article itself. A lot of times the article itself will have the caveats, and will have the the world. Well, if you look at it this way, the headlines never will.",00:53:54.510,00:53:40.620,Paul McCartney,584
589,"Because the headlines are really about getting people to read it. And in general, like I know for example. Whenever I write, I don't get to choose the headline. I have zero SEO for it.",00:54:03.240,00:53:55.020,Paul McCartney,585
590,"And it will be what is going to get people to read it and it's not going to have the well it's not a double a risk of death of you dying from French fries. It's actually you know headline. Oh, a 1% increase in risk of death. It just doesn't get you to read it.",00:54:16.380,00:54:03.600,Paul McCartney,586
591,"So it just takes like scrutinizing i mean i think i dropped something in the chat earlier that, you know, it gives me a headache sometimes to try to make my way through, what is the actual",00:54:29.100,00:54:18.180,Andrew Knight,587
592,risk level that's being presented and of course the always important question that john has dropped in the in the chat to leave us with and maybe you could leave this as a cliffhanger. How do we win the lottery.,00:54:43.470,00:54:30.090,Andrew Knight,588
593,Got to buy the book.,00:54:44.760,00:54:43.830,Paul McCartney,589
594,gotta buy the,00:54:46.170,00:54:45.510,Andrew Knight,590
595,"Book. I'm kidding, I'm kidding.",00:54:47.310,00:54:46.200,Paul McCartney,591
596,"I actually deleted that example because I was running out of time. Get Away With Murder, you gotta go look at OJ it and it worked out. Sure. You really want to try that. But there's, there's a lot of questions about statistical change of samples.",00:55:02.100,00:54:48.900,Paul McCartney,592
597,"Well, thank you again so much for taking time to share these thoughts with us. And folks, if you can go down to the bottom of your zoom window, you'll see a",00:55:12.000,00:55:03.360,Andrew Knight,593
598,"button that says reactions. And so if you'd click that reactions button and let's give liberty, a virtual you know Round of applause for sharing her expertise with us.",00:55:25.380,00:55:12.480,Andrew Knight,594
599,"Certainly, if you are in person ensure we have here rockets. APPLAUSE So thank you so much everyone, hope you have a wonderful rest of your day and 15 minutes if this is your lunch hour to squeeze out and grab something to eat. So thanks everyone. See you in our next program.",00:55:41.970,00:55:26.820,Andrew Knight,595
600,"Okay, so we're recording. We're streaming",00:00:07.410,00:00:04.859,Andrew Knight,596
601,We have that setup. Okay.,00:00:12.990,00:00:09.540,Andrew Knight,597
602,It's like Mary Kate's here. I'll let her in.,00:00:17.760,00:00:15.630,Andrew Knight,598
603,Gonna make her a host to,00:00:21.240,00:00:19.980,Andrew Knight,599
604,She just got back from a vacation or something.,00:00:26.070,00:00:24.000,Paul McCartney,600
605,Mary Kate.,00:00:27.870,00:00:27.330,George Harrison,601
606,I think she was on a vacation for a while.,00:00:31.110,00:00:28.560,George Harrison,602
607,"Oh, nice. See how that one.",00:00:33.630,00:00:31.650,Ringo Starr,603
608,"America, Kate.",00:00:38.100,00:00:37.560,Andrew Knight,604
609,"Hi, how's it going good.",00:00:41.190,00:00:39.480,John Lennon,605
610,It's everything good to go.,00:00:43.950,00:00:42.930,John Lennon,606
611,Thanks. So great.,00:00:45.990,00:00:44.790,George Harrison,607
612,"Yeah, I can start letting people in if that's",00:00:49.350,00:00:46.740,Andrew Knight,608
613,That's useful. Yeah.,00:00:53.070,00:00:50.880,Andrew Knight,609
614,Whatever you whatever is easiest for you.,00:00:55.740,00:00:53.760,John Lennon,610
615,So pop up screen that I saw why I said I liked the pop up screen that I saw before I got in. I had seen that before.,00:01:04.200,00:00:56.820,John Lennon,611
616,What was it,00:01:05.370,00:01:04.860,Andrew Knight,612
617,It said host is waiting to let you in. And it said like the name of the event.,00:01:10.260,00:01:05.490,John Lennon,613
618,Okay.,00:01:11.700,00:01:11.400,Andrew Knight,614
619,So we will. I'll do just a brief.,00:01:18.300,00:01:15.270,Andrew Knight,615
620,Brief very brief intro because I baked. A lot of it into the pre set slide that will circulate throughout. So I'll just do a brief very brief intro before I intro you throw it over to you and you can share your screen then and and dive in. Awesome. Thanks. Okay.,00:01:36.570,00:01:19.560,Andrew Knight,616
621,Do you need to look at that. That select part of a screen for your PowerPoint again.,00:01:41.490,00:01:36.780,Paul McCartney,617
622,I think I did. Let me just try share screen. Yeah.,00:01:45.600,00:01:41.790,Paul McCartney,618
623,It's not good.,00:01:48.630,00:01:48.030,Paul McCartney,619
624,Yeah.,00:01:50.670,00:01:50.220,John Lennon,620
625,And it works. You're seeing it move,00:01:53.790,00:01:51.750,Paul McCartney,621
626,"Yep, yep. It looks great there you",00:01:57.270,00:01:54.690,John Lennon,622
627,Go back to the original,00:01:58.740,00:01:57.450,Paul McCartney,623
628,"All right, Mary Kate, if anything goes off, I'll be watching the chat if you just text me or like enter anything into the chat there that needs to",00:02:15.960,00:02:05.670,Andrew Knight,624
629,Be adjusted,00:02:16.770,00:02:16.110,Paul McCartney,625
630,"Like private someone cell phone, just in case.",00:02:19.860,00:02:16.830,Paul McCartney,626
631,Something goes horribly wrong.,00:02:21.540,00:02:20.220,Paul McCartney,627
632,"Yep. Oh. Enter mine in a direct private chat, just so that it's always there for you. Thanks.",00:02:28.890,00:02:22.440,Andrew Knight,628
634,And I have that sitting here.,00:02:36.660,00:02:35.340,Andrew Knight,629
635,Too. I'm just gonna call that number so that you have it 321-584-0624. Awesome. Thanks.,00:02:45.630,00:02:36.960,Paul McCartney,630
636,So were you the 917,00:02:47.640,00:02:46.500,Andrew Knight,631
638,"Alright, so I'm gonna let people in",00:02:52.260,00:02:50.670,Andrew Knight,632
639,"Hello everyone. Welcome, welcome to our program this afternoon or this evening or this morning, depending on where you're joining us from",00:10:25.080,00:10:15.210,Andrew Knight,633
640,You are more than welcome. Of course to unmute your video if you want to join the session and have a presence here with us if that's possible. It's always a wonderful way to build the community.,00:10:36.450,00:10:25.830,Andrew Knight,634
641,My name is Andrew night. I'm a professor of organizational behavior in Olin business school. And I'm also the academic director of lifelong learning.,00:10:45.120,00:10:36.870,Andrew Knight,635
642,"And if there's one thing I've learned so far from online teaching it is that there is enormous value in having the community that you're a part of right there in front on the screen. And so if you aren't too shy to broadcast your video, please do so.",00:11:01.830,00:10:45.300,Andrew Knight,636
643,We have an outstanding program ahead. And so I just want to take a couple of minutes here at the outset.,00:11:08.910,00:11:02.430,Andrew Knight,637
644,To share with you how this program fits into some of the goals and the work that we're doing.,00:11:15.150,00:11:09.240,Andrew Knight,638
645,"for lifelong learning and so let me just share a couple of slides at the outset, before we welcome Professor liberty visitors who is going to be",00:11:24.180,00:11:15.480,Andrew Knight,639
646,Sharing her expertise and knowledge with us today. As you may or may not know Olin lifelong learning is an initiative.,00:11:33.450,00:11:24.600,Andrew Knight,640
647,That is specifically focused on providing opportunities for alumni to engage in continuous development and the rationale for this initiative.,00:11:42.990,00:11:33.930,Andrew Knight,641
648,Is very much the fact that we make a promise in our vision and our mission statement to provide a return on investment for alumni over the course of their entire careers. And so that's what we are.,00:11:57.030,00:11:43.530,Andrew Knight,642
649,"Working on with the Lifelong Learning Initiative, which is one quadrant of olins always Olin initiative.",00:12:04.590,00:11:57.360,Andrew Knight,643
650,As you've seen in some of the slides at the outset we are building currently,00:12:11.460,00:12:06.300,Andrew Knight,644
651,"And testing currently a platform that will support alumni learning in community. And so this is a platform that's going to be used to deliver content, similar to what we're going to experience today, but also other",00:12:25.650,00:12:12.060,Andrew Knight,645
652,"events that happen on campus, other kinds of thought leadership from our faculty as well as from alumni. And so this platform is going to be steadily rolling out in the weeks and months that come",00:12:38.850,00:12:26.010,Andrew Knight,646
653,You'll be able to find archived content things that have happened at the school in the past that we think are relevant.,00:12:44.430,00:12:39.390,Andrew Knight,647
654,And there will be opportunities for you to engage with your fellow alumni around some of those pieces of content so that you're sharing your expertise wisdom and insights with one another.,00:12:57.510,00:12:44.730,Andrew Knight,648
655,"Now as I mentioned at the start, we are so fortunate today to have with us. Professor liberty visitors.",00:13:05.250,00:12:57.960,Andrew Knight,649
656,Who is a Professor of Practice of data science here in the business school and she is someone who truly practices. What she preaches,00:13:14.520,00:13:05.670,Andrew Knight,650
657,She is active in disseminating her knowledge and expertise with respect to statistics data and analytics through so many different channels.,00:13:24.300,00:13:14.910,Andrew Knight,651
658,"Whether that is through the popular media where you might encounter some of her work and commentary, or through doing things like writing a book which is coming out here on the horizon.",00:13:36.420,00:13:24.690,Andrew Knight,652
659,"Just this month. And so we are so fortunate to have someone who is skilled and has deep expertise in this topic, and at the same time someone who is a skilled communicator about this topic. And so without further ado, please join me in welcoming Professor liberty that hurt.",00:13:55.740,00:13:36.840,Andrew Knight,653
660,"Hi, everybody. Thank you. I think I need to fire my PR person. And have you, Andrew. That was great. Um, does the screen. Look. Okay. Can you all see it.",00:14:05.850,00:13:57.180,Paul McCartney,654
661,"I think I hope I shared it right I'm learning zoom. Okay. Um, thank you all so much for having me here today I wanted to sort of",00:14:14.310,00:14:06.240,Paul McCartney,655
662,dive right in. I have these two graphs or two if you get bored listening to me talk,00:14:19.950,00:14:15.030,Paul McCartney,656
663,"But, um, you know, we've lived as humanists in our decision making for a very long time we go off our thoughts or opinions, our experience our gut and we are now living in this era of data ism.",00:14:32.610,00:14:20.280,Paul McCartney,657
664,"Where we have data drive our decisions, you know, from climate change to health care the refugee crisis. These all encompassing issues.",00:14:40.980,00:14:33.060,Paul McCartney,658
665,"But also in our everyday lives. You know, I don't go to the bookstore anymore. Amazon tells me what to read or dating apps tell you who you're compatible with",00:14:50.310,00:14:41.400,Paul McCartney,659
666,And I read an article like two or three days ago from new research that red wine is terrible for you and I swear. Two days later I read that red wine is wonderful for you and you should drink it.,00:15:01.800,00:14:50.700,Paul McCartney,660
667,"And it feels almost that humanism and data ism, or sort of pushing back against each other right now. Some people want to still go with that gut instinct and others want to have the drive are every decision.",00:15:13.890,00:15:02.340,Paul McCartney,661
668,But really the future is about bringing them together and that's what we're going to sort of touch on and have a taste of today is how we can get incredible ideas from data.,00:15:24.300,00:15:14.280,Paul McCartney,662
669,"But we also need to use that human touch. And I also want to say please use common questions, anything you want in the chat and makes it a lot more fun.",00:15:33.870,00:15:24.900,Paul McCartney,663
670,"Throughout the whole thing and I'll respond as we go. Um, so I want to start before we go into our many examples. And by the way, all these examples are short. So if one's boring. Just wait a couple minutes moving to a new one.",00:15:47.130,00:15:34.290,Paul McCartney,664
671,"Um, I wanted to visit with a French monk from the 17th century Blaise Pascal. You might also remember them from high school without Pascal's triangle so Pascal was a French monk who had a crisis of faith, but he decided to analyze his data.",00:16:05.160,00:15:47.700,Paul McCartney,665
672,"He felt that he had four scenarios. First, God doesn't exist, but he chooses to believe in God. He may live a wasted life with false belief, but when he dies, nothing happens.",00:16:20.550,00:16:06.330,Paul McCartney,666
673,"Now, he could not believe in God and God doesn't exist, and he may not have lived a wasted life of false belief, but again, when he dies, nothing happens.",00:16:30.990,00:16:21.300,Paul McCartney,667
674,"Now the third option God exists, and he believes in God, when he dies, he has the best case scenario heaven for him.",00:16:40.350,00:16:32.310,Paul McCartney,668
675,"But if God exists, and we don't believe in God. The fourth scenario, then it's eternal Hellfire really bad thing.",00:16:48.240,00:16:40.980,Paul McCartney,669
676,So what Pascal decided to do was to minimize the risk of the bad thing happening by believing in God and maximizing the potential is a good thing.,00:16:58.650,00:16:48.810,Paul McCartney,670
677,So he ruled out this possibility and left a 5050 chance of the best thing happening.,00:17:05.220,00:16:59.010,Paul McCartney,671
678,And that's really what data science is it's taking information from past and current events to predict the likelihood of a future event happening really the closest thing to a crystal ball. But the world has,00:17:19.260,00:17:05.820,Paul McCartney,672
679,The only difference between us and Pascal is we don't have four scenarios or four pieces of information we have endless amounts of data that is telling us what to do.,00:17:29.940,00:17:19.740,Paul McCartney,673
680,"And we also have something else. We're not sitting in a monastery, while we do this, we are having governments, businesses companies managers customers, clients even scientists, researchers",00:17:42.030,00:17:30.300,Paul McCartney,674
681,Trying to inform manipulate or persuade us using this data. So we need to be able to ask the right questions when data comes to us from a report or study or anything comes to us.,00:17:56.550,00:17:42.450,Paul McCartney,675
682,I want to discuss the questions that I ask every time I see one of these things. So we're going to have our for questions. And we're going to have examples of how if someone had just asked those questions.,00:18:08.640,00:17:56.880,Paul McCartney,676
683,"Everything would have been averted. The downside would have been minimized and the upside maximized. So let's start with our first question, who",00:18:17.190,00:18:08.910,Paul McCartney,677
684,"OJ Simpson, one of the most infamous criminal trials in American history to remind you. Oh Jay was an NFL superstar accused of murdering his ex WIFE NICOLE SIMPSON AND her lover Ronald while Goodman. I'm sure all of a lot of you remember the",00:18:33.810,00:18:18.720,Paul McCartney,678
685,"Case, and I'm sure a lot of you who are a little bit younger might remember one the Kardashian father is one of his lawyers, just to try to give some parallels there.",00:18:42.660,00:18:34.260,Paul McCartney,679
686,"Um, but, Alan Dershowitz whatever your personal feelings of him might be a fate is a famed legal mind in America, and he made a very interesting statistical argument during the trial.",00:18:54.630,00:18:43.290,Paul McCartney,680
687,He said that while it was known and definite that OJ beat Nicole absolutely no contest. So the fact that he physically abused her that it didn't matter.,00:19:04.980,00:18:55.110,Paul McCartney,681
688,"Because 4 million women in the United States are abused by their domestic partners, every year, but only one in 2500 of them are then murdered by their domestic partner. So the chance that OJ did it is one in 2500 and you can't convict someone on a one in 2500 chains.",00:19:23.190,00:19:05.610,Paul McCartney,682
689,"However, what the jury and most certainly the prosecution should have realized is that the statistic that Mr Dershowitz stated was completely irrelevant and here's why and Mr Dershowitz situation we have a living women who are currently domestic victims of domestic abuse.",00:19:43.830,00:19:24.360,Paul McCartney,683
690,"But at the time of the trial. NICOLE SIMPSON WAS NOT A living woman who's a victim of domestic abuse, whose chance of dying is one in 2500",00:19:54.090,00:19:44.850,Paul McCartney,684
691,But she's a murdered woman who was a victim of domestic abuse. We don't want to know the statistic about living women. We want to know the statistic about murdered women.,00:20:05.730,00:19:54.660,Paul McCartney,685
692,Who were victims of domestic abuse. And the question we want to know is that if you were a murdered woman.,00:20:12.510,00:20:06.120,Paul McCartney,686
693,"Who was a victim of domestic abuse, what is the chance that the guy who abused you murdered you versus being the victim of some random homicide.",00:20:23.400,00:20:13.230,Paul McCartney,687
694,"And in that case, the chance is nine and 10 so the chance that OJ killed Nicole was actually 90% not one in 2500",00:20:33.270,00:20:23.910,Paul McCartney,688
695,Though who we really wanted to know this statistic about changed everything.,00:20:39.210,00:20:33.900,Paul McCartney,689
696,"And it is so easy to miss the prosecution had their entire careers writing on this case, the whole world was watch it and they missed it.",00:20:48.930,00:20:39.720,Paul McCartney,690
697,This simple slip of the tongue of who we really want to know our data about living women who are victims murdered women who were changes everything. So that who question is integral whenever you get data.,00:21:01.890,00:20:49.560,Paul McCartney,691
698,Let's look at one more example of that Abraham Wald was a Jewish statistician who'd been locked out of the University positions and fled to the US before World War Two.,00:21:12.930,00:21:03.150,Paul McCartney,692
699,To avoid persecution and hungry.,00:21:15.360,00:21:13.500,Paul McCartney,693
700,"And he was recruited to help with the Allied cause and look at plane bombers that came back, he was told the analyze the bullet wounds on the plane bombers that came back.",00:21:25.350,00:21:16.170,Paul McCartney,694
701,"And decide which area of the plane that he should reinforce. So my question is, if you're Abraham walled, how do you decide by looking at these planes.",00:21:35.190,00:21:25.620,Paul McCartney,695
702,"What area, you should reinforce if you reinforce 10% of the plane.",00:21:39.510,00:21:35.550,Paul McCartney,696
703,"And he started with this data. This is the data. He had of all the planes that had come back bullet holes per square foot of the section of the plan. So just take one second, five seconds and think, where you would reinforce the plane. If you were Walt. Given this data.",00:21:57.210,00:21:40.080,Paul McCartney,697
704,Anyone is brave enough to put it into the chat. I'll be very impressed.,00:22:02.670,00:21:59.160,Paul McCartney,698
705,Real cockpit. Great.,00:22:06.060,00:22:04.590,Paul McCartney,699
706,Anywhere but we have everyone is too smart here.,00:22:10.320,00:22:07.440,Paul McCartney,700
707,Where the red dots are red gunner everyone is really smart here okay engines. So what most people think,00:22:20.100,00:22:12.780,Paul McCartney,701
708,"And what most people say is the area where there are the most bullets. Right. So the wings, the fuselage where the dots are the areas most bullets. That is what most people think and the most obvious answer.",00:22:31.290,00:22:20.460,Paul McCartney,702
709,What Walt is so famous for doing is saying that's actually not where we put it where we need to reinforce the planes or the undamaged parts and here's why.,00:22:43.950,00:22:31.740,Paul McCartney,703
710,"We have to who's we have planes that crashed abroad, the planes, the bombers that didn't make it back.",00:22:51.660,00:22:44.580,Paul McCartney,704
711,"And we have the planes that wall does able to see that we have did trivia. Trivia, I just saw this question in the chat, maybe lose my train of thought the trivia that came back. Now the planes that returned home.",00:23:03.330,00:22:52.020,Paul McCartney,705
712,"So we have two samples planes that crashed abroad planes that returned home, these are the ones come and see my cursor. I hope so. So I'm like pointing at the screen to which obviously you can see",00:23:12.510,00:23:03.660,Paul McCartney,706
713,"The planes that returned home, or what Walt was able to see and those planes when they got hit on the wings or the cockpit.",00:23:21.390,00:23:12.990,Paul McCartney,707
714,Right here. There's the cockpit. This is our engine when they got hit in the wings. They did their job. They made it back.,00:23:28.500,00:23:22.410,Paul McCartney,708
715,"They were not hit in the cockpit or the engine, the planes that crashed abroad, when they were hit in the cockpit or engine. They couldn't make it back.",00:23:38.340,00:23:29.430,Paul McCartney,709
716,"So, those who were looking at, or sometimes ones we can't even see and it gives us a whole nother answer of where we should be reinforcing the planes, so that both groups, both samples are able to make it back.",00:23:51.720,00:23:38.940,Paul McCartney,710
717,"So this brings us to our second question we have our first have who is the data really about, who do we want to know this data about and next",00:24:01.950,00:23:54.000,Paul McCartney,711
718,"Is what exactly are we, why are we prone to making this type of mistake error. Very good question. Andrew",00:24:07.980,00:24:02.190,Paul McCartney,712
719,"Part of what happens when we're trying to think about these things is we miss the simple answer right. Where's look so focused on looking at the data, the planes that made it back.",00:24:17.370,00:24:08.460,Paul McCartney,713
720,"That we don't take a step back and say, Who is it that we really care about. We don't really care about the planes that made it back, right, because they made it back. They did their job.",00:24:26.400,00:24:17.640,Paul McCartney,714
721,"We actually care about the who didn't make it back. So it's, it's all about taking one step back from the data and asking these actually very broad stroke questions.",00:24:37.260,00:24:26.640,Paul McCartney,715
722,"So our second question is, what what is, what is it that we really want to know if our data.",00:24:43.350,00:24:38.340,Paul McCartney,716
723,"Uber, there was an Uber ban in London Transport for London office. The authorizing authority for all taxis in London band Uber.",00:24:52.170,00:24:44.010,Paul McCartney,717
724,"Now, there's a lot of questions about why exactly they did it. But why they said they did it. Is that Uber was dangerous Uber had become associated with sexual assaults. I remember I was in London.",00:25:03.180,00:24:52.530,Paul McCartney,718
725,"I was getting an Uber. I was on the phone with my father and I said, Dad. I'll call you back. And he said, No, no, no. Liberty. Where are you, I said, I'm getting into Uber. He goes no, I've heard those are so dangerous in London. You can't get into what",00:25:13.920,00:25:03.480,Paul McCartney,719
726,"It's like 4pm on a Tuesday. But anyway, the public believed that Uber was dangerous the public truly believed it. So how, how did the public come to believe that Uber was dangerous.",00:25:25.740,00:25:14.130,Paul McCartney,720
727,"Well, the London taxi drivers Association, which is what you think of when you think of a black cab in London. They put up an advertisement.",00:25:33.900,00:25:26.160,Paul McCartney,721
728,Last year there are 154 rapes and sexual assaults by many cab drivers in London at least 32 of these Uber drivers.,00:25:42.330,00:25:34.620,Paul McCartney,722
729,There's also an image of a girl her makeup is streaming down her face. She is clearly just been sexually assaulted.,00:25:48.240,00:25:42.600,Paul McCartney,723
730,I just wanted to go home. Don't take a risk with a mini cap that's an incredibly powerful advertisement. And if you notice the Metropolitan Police. The London Police logo.,00:25:59.970,00:25:48.570,Paul McCartney,724
731,And the Transport for London office logo are both at the bottom of this ad incredibly powerful.,00:26:05.640,00:26:00.210,Paul McCartney,725
732,"And just do us a little bit of vocab when they say taxis taxis are black cabs, which are what you think of when you think of a London cab and mini caps that's any other type of private car transportation",00:26:16.740,00:26:05.880,Paul McCartney,726
733,"Uber's included so when they say 154 rapes and sexual assaults by mini cab drivers in London, they mean everything but blackcaps",00:26:24.630,00:26:17.370,Paul McCartney,727
734,Very powerful advertisement. The problem is that it wasn't true.,00:26:28.560,00:26:25.080,Paul McCartney,728
735,"What the freedom of information request act actually said is that there were 154 allegations of rape or sexual assault, where the suspect was alleged to be a taxi driver that includes blackcaps 32 of these or by an Uber driver.",00:26:42.660,00:26:29.130,Paul McCartney,729
736,"So clearly the black cab Association had taken themselves out of this when they were asked about this. They said, oops, sorry clerical error.",00:26:53.430,00:26:43.920,Paul McCartney,730
737,"Oh, we'll take it down and they did and they put up another one last year there 32 allegations of rape or sexual assault made against Uber drivers, the same image of the girl her makeup streaming down her face. She has clearly just been sexually assaulted. I just wanted to go home.",00:27:10.500,00:26:54.210,Paul McCartney,731
738,"Why up your risk with a mini cab. Now, it's true. The information is true. But, what question do we really want to know of our data.",00:27:19.770,00:27:11.970,Paul McCartney,732
739,Do you really up your risk. So let's take a look at the very simple numbers. We were given the wrong number of salts 32 by Uber drivers 154 total,00:27:31.380,00:27:21.030,Paul McCartney,733
740,But is that really what we want to know of our numbers. Is that really what we want to know of our data.,00:27:36.600,00:27:31.650,Paul McCartney,734
741,"If Uber was responsible for 32 sexual assaults, but only did 32 journeys, the entire year in London, they would be very dangerous. There's 100% chance you'll be sexually assaulted. If you get an Uber.",00:27:48.540,00:27:37.110,Paul McCartney,735
742,What if they did millions of journeys. What if they did many more than all of the others. So let's take a look.,00:27:54.660,00:27:48.900,Paul McCartney,736
743,Proportion of sexual assaults by Uber drivers 32 by Uber 154 total. So they are Uber's responsible for 20% of a sexual assaults in London.,00:28:04.830,00:27:55.020,Paul McCartney,737
744,"But how many journeys are they responsible for number of journeys in London and any kind of taxi, including Uber's 3,000,001 million of those are completed by Uber.",00:28:15.600,00:28:05.340,Paul McCartney,738
745,"So Uber is responsible for 33% of the journeys, but only 20% of the sexual assaults, meaning that Uber is actually a safer way to get around than any other type of tax.",00:28:31.740,00:28:16.020,Paul McCartney,739
746,"And what about these headlines, the number of cab drivers charged with violence or sexual offenses in London. Is it a five year high",00:28:39.300,00:28:32.640,Paul McCartney,740
747,Trying to say that with the introduction of Uber London has taxis have gotten much less safe well in 2015 there 136 reports of rape or sexual assault by taxis. When this headline was written.,00:28:51.060,00:28:39.570,Paul McCartney,741
748,"And what is the definition of a five year high, it means it was just as high five years ago in 2009 three years before Uber even started there 136 reports of rape or sexual assault by taxi drivers Uber had nothing to do with making it more unsafe.",00:29:07.200,00:28:51.480,Paul McCartney,742
749,Now this seems like an unfortunate situation for Uber. But there's more to it. There's 3.5 million customers who last and arguably better product.,00:29:15.090,00:29:07.740,Paul McCartney,743
750,"40,000 jobs are potentially lost from this and most Uber drivers and lease or contract higher their cars and then obviously the revenue for Uber in London.",00:29:24.600,00:29:15.480,Paul McCartney,744
751,"So what we really want to know of our data, the raw numbers. The proportions, the relative proportions changes the entire analysis.",00:29:33.660,00:29:24.930,Paul McCartney,745
752,So now we'll do one more example of what that's a little bit lighter and my mother. My mother was very excited when she saw these headlines.,00:29:41.910,00:29:34.650,Paul McCartney,746
753,"Chocolate can stave off all simers as cocoa, the brain drug of the future chocolate improves brain function. This is about a year and a half ago, my mother was ecstatic. She called me. She said, liberty, I told you so.",00:29:53.850,00:29:42.210,Paul McCartney,747
754,This is amazing. And she asked me the question that we probably wanted to ask of the data. How much chocolate. Can you look back at the study liberty. How much chocolate. Can I actually get to eat.,00:30:08.910,00:29:54.720,Paul McCartney,748
755,"In order to potentially reduce my risk. So that was the question she asked, and that is what we want to know. Right. How much chocolate. Do I get to eat to potentially reduce my risk.",00:30:21.510,00:30:09.810,Paul McCartney,749
756,"Well, it's obviously not chocolate. That's what reduces our risk. It's a bioactive called flavanols and flavanols are in chocolate. They're also in red wine.",00:30:30.930,00:30:21.960,Paul McCartney,750
757,"And so the question really is, is how many flavanols. Do I have to eat every day. And that's 510 milligrams. So unless you're going to take a five and all pill. You want to know how many flavanols are in chocolate.",00:30:43.230,00:30:31.620,Paul McCartney,751
758,"So let's say you, um, you're not really a chocolate person, but you might drink, eat some cocoa powder, you know, put it in, mix it into water a little hot chocolate.",00:30:52.050,00:30:43.890,Paul McCartney,752
759,And you'd have to have 20 cups of hot chocolate every day in order to potentially reduce your risk.,00:30:58.470,00:30:52.500,Paul McCartney,753
760,If you don't like hot chocolate and your dark chocolate person you'd have to have 1600 calories of dark chocolate every day.,00:31:05.730,00:30:58.710,Paul McCartney,754
761,And if you're like me and you like milk chocolate. That's 3900 calories every day of milk chocolate.,00:31:12.810,00:31:06.030,Paul McCartney,755
762,"In order to potentially reduce your risk. Now, I'm not saying I couldn't do that. Okay, but I am saying that I would die of something else, way before I had to worry about getting Alzheimer's or dementia.",00:31:24.750,00:31:13.050,Paul McCartney,756
763,"And yes, this as well as the previous example, I'm looking at the chat does have enormous really really fascinating correlations to health care and we're actually going to do one of those examples. Next, especially with Kobe that I think should be interesting for everyone to see.",00:31:41.790,00:31:25.530,Paul McCartney,757
764,"So the question of what we really want to know what we care about death by chocolate yes 3900 calories a day. I think we could do it for a little while, but it may not be great.",00:31:51.840,00:31:42.960,Paul McCartney,758
765,"And I also I, you know, when I was looking back at this study from my mom, I thought, you know, I wonder who funded",00:31:57.720,00:31:52.110,Paul McCartney,759
766,"This study who wanted us to think that chocolate was so great for us. And it's amazing that Mars center for cocoa health science was in charge of the research for this one. They just, you know, so kind of them to want us to, you know, have their products do good for us very frightened.",00:32:12.810,00:31:58.110,Paul McCartney,760
767,"So we get to our third question we have, who is the data. What do we really want to know, and we get to how is it interpreted",00:32:21.870,00:32:14.400,Paul McCartney,761
768,"So french fries. I like chocolate. But I like French fries, a lot better and I saw this this headline come out eight year study",00:32:29.550,00:32:22.170,Paul McCartney,762
